Open,High,Low,Close,Adj Close,Volume,signal
1.0700910091400146,1.0700910091400146,1.0698620080947876,1.0698620080947876,1.0698620080947876,0,0
1.0706638097763062,1.0708931684494019,1.0706638097763062,1.0708931684494019,1.0708931684494019,0,0
1.0708931684494019,1.0708931684494019,1.0708931684494019,1.0708931684494019,1.0708931684494019,0,0
1.0710078477859497,1.0711225271224976,1.0705492496490479,1.0705492496490479,1.0705492496490479,0,0
1.070778489112854,1.070778489112854,1.0703200101852417,1.0703200101852417,1.0703200101852417,0,0
1.0704345703125,1.070778489112854,1.0704345703125,1.0705492496490479,1.0705492496490479,0,0
1.0704345703125,1.0705492496490479,1.0703200101852417,1.0705492496490479,1.0705492496490479,0,0
1.0700910091400146,1.0702054500579834,1.0699764490127563,1.0699764490127563,1.0699764490127563,0,0
1.0700910091400146,1.0703200101852417,1.0700910091400146,1.0703200101852417,1.0703200101852417,0,0
1.0703200101852417,1.0705492496490479,1.0702054500579834,1.0702054500579834,1.0702054500579834,0,1
1.0703200101852417,1.0704345703125,1.0702054500579834,1.0704345703125,1.0704345703125,0,0
1.0704345703125,1.0708931684494019,1.0704345703125,1.0708931684494019,1.0708931684494019,0,0
1.0710078477859497,1.0710078477859497,1.0704345703125,1.070778489112854,1.070778489112854,0,1
1.0710078477859497,1.071237325668335,1.070778489112854,1.071237325668335,1.071237325668335,0,0
1.0710078477859497,1.0710078477859497,1.0708931684494019,1.0710078477859497,1.0710078477859497,0,0
1.0708931684494019,1.071237325668335,1.070778489112854,1.0711225271224976,1.0711225271224976,0,0
1.0706638097763062,1.0711225271224976,1.0706638097763062,1.0711225271224976,1.0711225271224976,0,0
1.0710078477859497,1.071237325668335,1.070778489112854,1.071237325668335,1.071237325668335,0,0
1.0711225271224976,1.071237325668335,1.0708931684494019,1.0711225271224976,1.0711225271224976,0,0
1.0711225271224976,1.0711225271224976,1.0708931684494019,1.0710078477859497,1.0710078477859497,0,0
1.0711225271224976,1.071237325668335,1.0710078477859497,1.0710078477859497,1.0710078477859497,0,0
1.0710078477859497,1.0710078477859497,1.0708931684494019,1.0708931684494019,1.0708931684494019,0,0
1.0708931684494019,1.0708931684494019,1.0705492496490479,1.0705492496490479,1.0705492496490479,0,0
1.0705492496490479,1.0706638097763062,1.0700910091400146,1.0706638097763062,1.0706638097763062,0,0
1.0704345703125,1.0704345703125,1.0699764490127563,1.0703200101852417,1.0703200101852417,0,0
